Id заявки|Id банкомата|SN банкомата|Тип|Модель|Адреса|Місто|Область|Розташування|Локалізація|Опис заявки|Звіт|Стан заявки|Час створення|Час доступа|Плановий час|Фактичний час|
2886|4399|13-45179939|flm|SelfServ 6626|с. Литвинець, вул. Грибна, 1|Литвинець|Черкаська|Верес|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=17. Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Когда даете ошибки устройства, просьба давать заявки на ремонт, а не давать flm, ложный вызов, необходимо заявка на ремонт давать!!!!!!!!!!!!!!!!!!!!!!! Дайте заявку на ремонт.|Заявка закрита|11.03.2019 14:23:50|11.03.2019 14:38:50|12.03.2019 10:38:00|12.03.2019 12:25:41|12.03.2019 10:38:00|
2887|4607|13-45179954|atm repair|SelfServ 6626|м. Кам'янське, пр. Свободи, 1|Кам'янське|Дніпропетровська|ТОВ Дніпровський металургійний комбінат|Диспенсер|Необхідно відновити роботу диспенсера. M-Status=14, при тесті не відкривається шаттер. Логи у вкладені. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|||11.03.2019 14:24:08|11.03.2019 14:39:08|||12.03.2019 17:39:00|
2888|4328|13-45179940|atm repair|SelfServ 6626|м. Нікополь, вул. Дружби, 2|Нікополь|Дніпропетровська|Магазин Кафель-Сантехника|Диспенсер|Небхідно виконати 13.03.2019 сумісний виїзд з СІ для відновлення роботи касового модуля та усунення затиснення готівки . Контактна особа 067 3342716 набрати о 9:00 Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Необходимо согласование с банком|Заявка відхилена|11.03.2019 14:43:02|13.03.2019 11:00:00||||
2889|4183|13-45179894|atm repair|SelfServ 6626|м. Черкаси, бул. Шевченка, 398|Черкаси|Черкаська|Магазин Обнова|Диспенсер|Необхідно відновити роботу диспенсера. M-Status=5. Логи у вкладені. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Чистка механизмов и датчиков диспенсера, промыл присоски, проверка синхронизации, тестирование.|Заявка закрита|11.03.2019 14:46:26|11.03.2019 15:01:26|12.03.2019 14:01:00|11.03.2019 16:50:03|12.03.2019 14:01:00|
2890|4381|13-45167159|flm|SelfServ 6622|с. Яснозір'я, вул. Центральна, 82|Яснозір'я|Черкаська|ТОВ Верес|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Просьба уточнить у владельца помещения есть ли 220 В, у провайдера наличие напряжения на их оборудования, вчера был сильный ветер, может быть обрыв линии, по дороге валялись ветки и деревья, а потом повторно дать заявку.|Заявка закрита|11.03.2019 14:47:44|11.03.2019 15:02:44|12.03.2019 11:02:00|11.03.2019 16:10:12|12.03.2019 11:02:00|
2891|4624|13-45167141|flm|SelfServ 6622|м. Одеса, вул. Вільямса, 9А|Одеса|Одеська|с/м Таврія В|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Замена бумаги чекового принтера|Заявка закрита|11.03.2019 16:04:41|11.03.2019 16:19:41|12.03.2019 08:19:00|12.03.2019 08:55:54|12.03.2019 08:19:00|
2892|4328|13-45179940|atm repair|SelfServ 6626|м. Нікополь, вул. Дружби, 2|Нікополь|Дніпропетровська|Магазин Кафель-Сантехника|Диспенсер|Небхідно виконати 13.03.2019 сумісний виїзд з СІ для відновлення роботи касового модуля та усунення затиснення готівки . Контактна особа 067 3342716 набрати о 9:00 Про результат виконання робіт необхідно звітуватися за номером 0673641820|Заявка на совместнй подъезд возможно при необходимости. На данный момент необходимости такой нет|Заявка відхилена|11.03.2019 16:06:16|13.03.2019 11:00:00||||
2893|4122|13-45181304|atm repair|SelfServ 6626|м. Харків, вул. Гоголя, 10 (3-й АТМ)|Харків|Харківська|Відділення Харківське|Диспенсер|Необхідно відновити роботу диспенсера. M-Status=1, 5, 7, 11. Підчас проведення інкасації постійні затискання готівки. Логи у вкладені. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|На момент подъезда к банкомату, ошибок по диспенсору нет.|Заявка закрита|11.03.2019 17:02:46|11.03.2019 17:17:46|12.03.2019 16:17:00|12.03.2019 11:30:48|12.03.2019 16:17:00|
2894|9988|13-41376403|flm|PersonaS 77|м. Новогродівка, вул. Степова, 1 (2-й АТМ)|Новогродівка|Донецька|ГП Селидіввугілля|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|АТМ заработал|Заявка відхилена|11.03.2019 17:37:46|11.03.2019 17:40:46|12.03.2019 16:40:00||12.03.2019 16:40:00|
2895|4048|13-45179932|flm|SelfServ 6626|м. Івано-Франківськ, вул. Незалежності, 44 (2-й АТМ)|Івано-Франківськ|Івано-Франківська|Відділення Івано-Франківське|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заміна бумаги. Прохання в нових заявках вказувати номер телефону людини яка може зняти банкомат з охорони, або надати сервісний код сигналізації.|Заявка закрита|11.03.2019 17:43:45|11.03.2019 17:58:45|12.03.2019 09:58:00|12.03.2019 14:00:56|12.03.2019 09:58:00|
2896|4328|13-45179940|atm repair|SelfServ 6626|м. Нікополь, вул. Дружби, 2|Нікополь|Дніпропетровська|Магазин Кафель-Сантехника|Диспенсер|Необхідний сумісний виїзд із СІ при виявленні проблем в роботі касового модуля під час проведення процесу інкасації служюбою інкасації. Контактна особа 067 3342716. Із банком  узгоджено. Про результат виконання робіт звітуватися за номером 0673641820|ТО дистпенсера, чистка датчиков, замена присосок, втулок. тестирование. Оператор МЦ RENOME-SMART оповещен.|Заявка закрита|11.03.2019 18:21:46|13.03.2019 13:00:00|14.03.2019 16:00:00|13.03.2019 13:00:33|14.03.2019 16:00:00|
2897|9821|13-41353561|flm|PersonaS 77|м. Одеса, вул. Дворянська, 32|Одеса|Одеська|Одеське училище|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=16. Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Изьятие застрявшего чека,  сброс ошибок по принтеру.|Заявка закрита|11.03.2019 18:31:04|12.03.2019 09:00:00|12.03.2019 13:00:00|12.03.2019 12:40:26|12.03.2019 13:00:00|
2898|9812|13-41353869|flm|PersonaS 77|м. Черкаси, пр. Хіміків, 76|Черкаси|Черкаська|Черкаське хімволокно|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=16. Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Ложный вызов, к банкомату не пустили. Списков на проходной нет. Прошу списки сколько обслуживаем банк.|Заявка закрита|11.03.2019 19:07:44|12.03.2019 09:00:00|12.03.2019 13:00:00|12.03.2019 10:10:15|12.03.2019 13:00:00|
2899|2836|13-41376425|flm|PersonaS 77|м. Черкаси, вул. Шевченка, 183|Черкаси|Черкаська|Укртелеком|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заявку отменили. АТМ заработал.|Заявка відхилена|11.03.2019 19:32:31|12.03.2019 09:00:00|12.03.2019 13:00:00|||
2900|9875|13-41353569|flm|PersonaS 77|м. Київ, пр. Правди, 85|Київ|Київська|Київспецтранс|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|На черном екране сообщение MDSW-01-MODESWITCH.  Перезагрузка по питанию.|Заявка закрита|12.03.2019 08:22:02|12.03.2019 09:00:00|12.03.2019 13:00:00|12.03.2019 17:15:00|12.03.2019 13:00:00|
2901|9812|13-41353869|flm|PersonaS 77|м. Черкаси, пр. Хіміків, 76|Черкаси|Черкаська|Черкаське хімволокно|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=16. Отримано інформацію від банку: для доступу до АТМ за півгодини до виїзду на АТМ необхідно телефонувати до к.о. Швыдченко Елена 0673266489. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заявка дана повторно.|Заявка відхилена|12.03.2019 10:32:37|12.03.2019 10:47:37||||
2902|9988|13-41376403|flm|PersonaS 77|м. Новогродівка, вул. Степова, 1 (2-й АТМ)|Новогродівка|Донецька|ГП Селидіввугілля|Комунікаційне обладнання|ПОВТОРНО. Необхідно перевірити мережеве обладнання, постійно АТМ втрачає звязок. Необхідно перезавантажити МО, АТМ. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Выполнена перезагрузка коммуникационного оборудования и АТМ по питанию. Антена роутера переставлена поближе к окну. АТМ в сервисе. Про результат виконання робіт  звітувано за номером 0673641820.|Заявка закрита|12.03.2019 10:42:43|12.03.2019 10:57:43|13.03.2019 09:57:00|12.03.2019 14:15:25|13.03.2019 09:57:00|
2903|9988|13-41376403|flm|PersonaS 77|м. Новогродівка, вул. Степова, 1 (2-й АТМ)|Новогродівка|Донецька|ГП Селидіввугілля|Комунікаційне обладнання|ПОВТОРНО. Необхідно перевірити мережеве обладнання, постійно АТМ втрачає звязок. Необхідно перезавантажити МО, АТМ. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|||12.03.2019 10:42:43|12.03.2019 10:57:43|||13.03.2019 09:57:00|
2904|9812|13-41353869|flm|PersonaS 77|м. Черкаси, пр. Хіміків, 76|Черкаси|Черкаська|Черкаське хімволокно|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=16. Отримано інформацію від банку: для доступу до АТМ за півгодини до виїзду на АТМ необхідно телефонувати до к.о. Швыдченко Елена 0673266489. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Просьба передать письмо со списком сотрудников компании Притек,  кто имеет право на доступ к банкомату, от банка, на проходную организации где установлен банкомат. Пока не будет списка обслуживания не будет по вине банка. Будет писаться ложный вызов!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!|Заявка закрита|12.03.2019 11:03:43|12.03.2019 11:18:43|12.03.2019 15:18:00|12.03.2019 16:10:13|12.03.2019 15:18:00|
2905|9951|13-41354242|flm|PersonaS 77|смт. Великий Бичків, вул. Промислова, 39|Великий Бичків|Закарпатська|ДП Великобичківське лісомисливське господарство|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|АТМ заработал|Заявка відхилена|12.03.2019 13:39:28|12.03.2019 13:54:29|13.03.2019 12:54:00|||
2906|9850|13-41353516|flm|PersonaS 77|м. Новогродівка, вул. Степова, 1 (1-й АТМ)|Новогродівка|Донецька|ГП Селидіввугілля|Диспенсер|Необхідно скинути помилки по диспенсеру, під час техзаїзду інкасації, роботи виконує Кравченко Василь. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Выполнен сброс ошибок диспенсера. Выполнена контрольная транзакция (снято 100 грн.) АТМ в сервисе.|Заявка закрита|12.03.2019 14:13:54|12.03.2019 14:28:54|13.03.2019 13:28:00|12.03.2019 14:30:17||
2907|4367|13-51991112|flm|SelfServ 6622|м. Харків, вул. Технологічна, 5|Харків|Харківська|ТОВ Хаск|Комунікаційне обладнання|Необхідно перевірити стан мережеве обладнання, постійні втрати звязку. Необхідно перезавантажити МО, АТМ. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заявка отклонена|Заявка відхилена|12.03.2019 14:44:45|12.03.2019 14:59:45|13.03.2019 10:59:00|||
2908|9861|13-41353524|flm|PersonaS 77|м. Київ, пров. Красноармійський, 18|Київ|Київська|Київгаз|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заявку отменил координатор.|Заявка відхилена|12.03.2019 16:35:33|12.03.2019 16:50:33|13.03.2019 08:50:00||13.03.2019 08:50:00|
2909|4551|13-45179897|flm|SelfServ 6626|м. Кам'янське, вул. Широка, 99|Кам'янське|Дніпропетровська|АТЗТ завод МЕТИЗ|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=17. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заявку отменил координатор.|Заявка відхилена|12.03.2019 17:40:23|12.03.2019 17:55:23|13.03.2019 16:00:00||13.03.2019 16:55:00|
2910|9806|13-41353554|flm|PersonaS 77|м. Новогродівка, вул. 40 років Жовтня, 46|Новогродівка|Донецька|Магазин Росія|Комунікаційне обладнання|Необхідно провести діагностику АТМ для виявлення причини не підняття його у сервіс. За індикацією хоста - банкомат у режимі обслуговування, фактично - на екрані тимчасова перерва у роботі. Перед виїздом необхідно обовязково звязатись з банкоматним відділом - тел. 044 230 13 26|По приезду обнаружено, что АТМ включен, но в режим супервизор не переводится. Перезагрузка АТМ и коммуникационного оборудования по питанию. После загрузки в системе не виден картридер. Необходима ремонтная заявка на замену картридера (уже создана).|Заявка закрита|12.03.2019 17:58:48|12.03.2019 18:13:49|13.03.2019 17:00:00|14.03.2019 11:00:51|14.03.2019 17:00:00|
2911|4080|13-52671493|flm|SelfServ 6626|м. Стрий, пр. Шевченка, 71А (2-й АТМ)|Стрий|Львівська|Відділення Стрийське|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Проведено заміну паперу скидання помилок та тестування АТМ.|Заявка закрита|12.03.2019 18:47:57|12.03.2019 19:02:57|13.03.2019 15:02:00|13.03.2019 12:30:09|13.03.2019 15:02:00|
2912|9868|13-41353509|atm repair|PersonaS 77|смт. Берестове, вул. Шкільна, 32|Берестове|Запорізька|Берестівська сільська рада|Диспенсер|Необхідно відновити роботу диспенсера. Необхідний ремонт 4-го пік модуля. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заменил двойную шестерню на 3 месте, заменил присоски на 4 пик модуле, отрегулировал "положение D" на 4 пик модуле.|Заявка закрита|13.03.2019 08:12:20|13.03.2019 09:00:00|14.03.2019 12:00:00|14.03.2019 10:30:57|14.03.2019 12:00:00|
2913|4551|13-45179897|flm|SelfServ 6626|м. Кам'янське, вул. Широка, 99|Кам'янське|Дніпропетровська|АТЗТ завод МЕТИЗ|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=17. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Извлечение застрявшего чека, очистка датчиков, сброс ошибки, тестирование. Принтер работает в штатном режиме.|Заявка закрита|13.03.2019 09:39:53|13.03.2019 09:54:53|14.03.2019 08:54:00|13.03.2019 12:45:51||
2914|9908|13-40821775|flm|PersonaS 77|м. Вугледар, вул. 30 років Перемоги, 10|Вугледар|Донецька|Аптека Арніка|Консультація|На звернення банку необхідно зняти журналні файли з банкомату та набрати Монько О. 067 2485592 . Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Проверено журнал сохраняется на диск. Файл журнала приложен. Конт. Монько О. 067 2485592  проинформирован. АТМ в сервисе.|Заявка закрита|13.03.2019 09:51:05|13.03.2019 10:06:05|14.03.2019 09:06:00|13.03.2019 13:50:18|14.03.2019 09:06:00|
2915|4438|13-45179800|flm|SelfServ 6626|м. Першотравенськ, вул. Шахтарської Слави, 9 (2-й АТМ)|Першотравенськ|Дніпропетровська|Відділення Першотравневське|Консультація|Згідно звернення банку небхідно перевірити наявність формування журнальних файлів на банкоматі, набрати Монько О 067 2485592 . Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Наличие формирования журнальных файлов на банкомате проверено. Файлы формируються успешно. Файлы скопированы инженером и прикреплены к отчету.|Заявка закрита|13.03.2019 11:11:13|13.03.2019 11:26:13|14.03.2019 10:26:00|13.03.2019 17:15:37|14.03.2019 10:26:00|
2916|4158|13-54100608|flm|Selfserv 6683|Київ, вул. Саксаганського, 14 (3-й АТМ)|Київ|Київська|Відділення Старокиївське|Принтер чековий|Надійшла заявка з банку: По АТМ 4158 на чеке не корректно отображен номер банкомата. Необхідно виправити номер в чеку АТМ|Обратитесь с данной проблемой в банк. Проблема на стороне банка.|Заявка відхилена|13.03.2019 11:35:58|13.03.2019 11:50:58||||
2917|4330|13-49011912|flm|SelfServ 6622|с. Циблі, вул. Лісова, 2|Циблі|Київська|Український державний медико-соціальний центр ветеранів війни|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Замена бумаги.|Заявка закрита|13.03.2019 12:51:54|13.03.2019 13:06:54|14.03.2019 09:06:00|14.03.2019 18:00:47|14.03.2019 09:06:00|
2918|4367|13-51991112|flm|SelfServ 6622|м. Харків, вул. Технологічна, 5|Харків|Харківська|ТОВ Хаск|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, постійні втрати звязку. Необхідно перезавантажити МО та АТМ. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Устранен плохой контакт в Ethernet разъеме системного блока (патчкорд от 3G-модема до системного блока). Перезагрузка АТМ и коммуникационного оборудования. АТМ поднят в сервис. Деньги не выдает - проблема в сценарии процессинга. Процессинг поставлен в известность.|Заявка закрита|13.03.2019 14:42:57|13.03.2019 14:57:57|14.03.2019 10:57:00|14.03.2019 10:25:13|14.03.2019 10:57:00|
2919|4643|13-45179950|flm|SelfServ 6626|м. Київ, вул. Мельникова, 1|Київ|Київська|Лук'янівський ринок|Комунікаційне обладнання|Необхідно перевірити роботу роботу АТМ. Отримано інформацію вд банку:АТМ не на связи, в телефонном разговоре с инкассаторами пробовали включить АТМ, но устройство не включалось, последний экран который был зафиксирован инкассатором: «Синий и белые буквы».  Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Системный блок уходит в перезагрузку. Нужна ремонтная заявка и разгрузка для дальнейшей диагностики.|Заявка закрита|13.03.2019 14:52:02|13.03.2019 15:07:02|13.03.2019 19:07:00|13.03.2019 17:00:37|13.03.2019 19:07:00|
2920|4624|13-45167141|flm|SelfServ 6622|м. Одеса, вул. Вільямса, 9А|Одеса|Одеська|с/м Таврія В|Кардрідер|Необхідно перевірити роботу кардрідера. Поточний стан: не зчитує картки. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Картридер в рабочем состоянии. Прогрузка сценария. Банкомат в работе.|Заявка закрита|13.03.2019 15:31:13|13.03.2019 15:46:13|13.03.2019 19:46:00|13.03.2019 17:25:23|13.03.2019 19:46:00|
2921|4624|13-45167141|flm|SelfServ 6622|м. Одеса, вул. Вільямса, 9А|Одеса|Одеська|с/м Таврія В|Кардрідер|Необхідно перевірити роботу кардрідера. Поточний стан: не зчитує картки. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заявка дана повторно.|Заявка відхилена|13.03.2019 15:33:58|13.03.2019 15:48:58||||
2922|4035|13-45179949|atm repair|SelfServ 6626|м. Кременчук, вул. Перемоги, 9/1 (2-й АТМ)|Кременчук|Полтавська|Відділення Кременчуцьке №1|Диспенсер|Необхідно відновити роботу диспенсера. M-Status=12. Логи у вкладені. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Проведено ТО диспенсера, заменена шестерня вала с прихлопками. Банкомат протестирован и загружен.|Заявка закрита|13.03.2019 16:39:50|13.03.2019 16:54:50|15.03.2019 10:54:00|14.03.2019 10:45:28|15.03.2019 10:54:00|
2923|4593|13-45179869|flm|SelfServ 6626|м. Київ, пр. Маяковського, 10|Київ|Київська|НАСК Оранта|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=17. Про результат виконання робіт необхідно звітуватися за номером 0673641820.||Заявка прийнята в роботу|13.03.2019 19:09:02|13.03.2019 19:24:02|14.03.2019 11:24:00|||
2924|9810|13-41353508|flm|PersonaS 77|м. Київ, вул. Баренбойма, 1|Київ|Київська|Приватне акціонерне товариство УГМК|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Необходима замена пачкорда. Необходима заявка на ремонт, замена пачкорда.|Заявка закрита|14.03.2019 08:20:35|14.03.2019 09:00:00|14.03.2019 13:00:00|14.03.2019 15:00:58||
2925|4593|13-45179869|flm|SelfServ 6626|м. Київ, пр. Маяковського, 10|Київ|Київська|НАСК Оранта|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=17. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|термопапір не відповідає вимогам виробника.|Заявка закрита|14.03.2019 08:58:52|14.03.2019 09:13:53|14.03.2019 13:13:00|14.03.2019 09:15:00|14.03.2019 13:13:00|
2926|4405|13-46071485|flm|SelfServ 6622|м. Київ, вул. Залізничне шосе, 57 (2-й АТМ)|Київ|Київська|с/м Велика Кишеня|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Замена бумаги.|Заявка закрита|14.03.2019 09:06:52|14.03.2019 09:21:52|14.03.2019 13:21:00|14.03.2019 12:45:46||
2927|9812|13-41353869|flm|PersonaS 77|м. Черкаси, пр. Хіміків, 76|Черкаси|Черкаська|Черкаське хімволокно|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=16. Логи у вкладенні. Отримано інформацію від банку:Списки сервисных инженеров на проходную переданы, контакт в банке Швыдченко Елена 0673266489, Контакт в месте установки АТМ: Юлия вн. тел. 470 (телефон на проходной). Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Убрал замятие чека, прочистил датчики, заменил рулон бумаги (взял со склада), сбросил ошибку, протестировал. В картридере разлезлись ролики протяжки карты - необходима заявка на ремонт. Отзвонился на мониторинг Реноме.|Заявка закрита|14.03.2019 09:40:41|14.03.2019 09:55:41|14.03.2019 13:55:00|14.03.2019 11:05:32||
2928|9806|13-41353554|atm repair|PersonaS 77|м. Новогродівка, вул. 40 років Жовтня, 46|Новогродівка|Донецька|Магазин Росія|Кардрідер|Небхідно виконати заміну кардрідера. Фактично роботи виконав Кравченко В. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Прочистил картридер, промыл направляющие с датчиками, заменил считывающую головку и ролики протяжки карты (три узких и один широкий), перезапустил АТМ, тестирование, пробная транзакция с получением чека. Отзвонился на мониторинг Реноме.|Заявка закрита|14.03.2019 11:04:40|14.03.2019 11:19:40|15.03.2019 10:20:00|14.03.2019 12:30:56||
2929|9812|13-41353869|atm repair|PersonaS 77|м. Черкаси, пр. Хіміків, 76|Черкаси|Черкаська|Черкаське хімволокно|Кардрідер|Небхідно виконати заміну кардрідера . Про результат виконання робіт необхідно звітуватися за номером 0673641820.|||14.03.2019 11:05:11|14.03.2019 11:20:11|||14.03.2019 19:20:11|
2930|9957|13-41376402|atm repair|PersonaS 77|м. Кам'янець-Подільський, вул. Лесі Українки, 31 (2-й АТМ)|Кам'янець-Подільський|Хмельницька|Відділення Кам'янець-Подільське|Диспенсер|Необхідно відновити роботу диспенсера. Під час інкасації застрягла касета номіналом 200 грн., інкасація на відділенні самостійно дістати не можуть, Доступ до АТМ по прибутті.  Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Касета не виймалась через пошкодження шторки. Достав касету. Перевірив шахти диспенсера. АТМ завантажили з новим комплектом касет. АТМ працює в штатному режимі|Заявка закрита|14.03.2019 12:06:10|14.03.2019 12:21:10|15.03.2019 15:21:00|14.03.2019 14:05:35|15.03.2019 15:21:00|
2931|9810|13-41353508|atm repair|PersonaS 77|м. Київ, вул. Баренбойма, 1|Київ|Київська|Приватне акціонерне товариство УГМК|Системний блок|Інженером при попередній дігностиці виявлнено підозру на несправність патчкорду мережевого кабеля. Необхідна заміна. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Проблема с коммуникацией. Замена блока питания, пачкорда.|Заявка закрита|14.03.2019 12:40:39|14.03.2019 12:55:39|15.03.2019 11:55:00|15.03.2019 10:40:42|15.03.2019 11:55:00|
2932|4643|13-45179950|atm repair|SelfServ 6626|м. Київ, вул. Мельникова, 1|Київ|Київська|Лук'янівський ринок|Системний блок|Необхідно відновити роботу банкомата. При діагностиці інженер виявив постійне перезавантаження АТМ. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Произвел диагностику epp клавиатуры все работает ключи не слетели. Системный блок загрузился до сервиса, очень сильно тормозит, после заново начал перезагружатся. Требуется переустановка системы .|Заявка закрита|14.03.2019 14:18:53|14.03.2019 14:33:54|15.03.2019 13:33:00|15.03.2019 13:40:43|15.03.2019 13:33:00|
2933|4419|13-51991102|atm repair|SelfServ 6622|м. Харків, вул. 23 Серпня, 33А|Харків|Харківська|с/м Класс|Диспенсер|Необхідно відновити роботу диспенсера. M-Status=12. Ремонт за даною помилкою проводився 25.02.2019 Логи у вкладені. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Регулировка датчиков клемпового механизма. Сброс ошибки диспенсера. Проведено тестирование на выдачу тестовых купюр из каждого пик-модуля из кассеты 4-го типа. Сбоев и ошибок нет. АТМ готов к загрузке.|Заявка закрита|14.03.2019 14:58:46|14.03.2019 15:13:46|15.03.2019 14:13:00|15.03.2019 14:30:34|15.03.2019 15:13:00|
2934|4572|13-45181328|flm|SelfServ 6626|м. Суми, вул. Петропавлівська, 47|Суми|Сумська|Магазин Художник|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.||Заявка прийнята в роботу|14.03.2019 15:40:55|14.03.2019 15:55:55|14.03.2019 19:55:00|||
2935|4572|13-45181328|flm|SelfServ 6626|м. Суми, вул. Петропавлівська, 47|Суми|Сумська|Магазин Художник|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=16. Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Застрял кусочек чека в транспорте и перекрыл датчик. Восстановление работоспособности.|Заявка закрита|14.03.2019 15:46:20|14.03.2019 16:01:20|15.03.2019 09:01:00|15.03.2019 12:45:04|15.03.2019 09:01:00|
2936|9853|13-40681841|flm|PersonaS 77|м. Київ, вул. Василенка, 5|Київ|Київська|Київгаз|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Проблема со связью на стороне провайдера. Будет решаться дополнительно при содействии процессинга.|Заявка закрита|14.03.2019 15:57:53|14.03.2019 16:12:53||15.03.2019 13:30:31|15.03.2019 10:12:00|
2937|4593|13-45179869|flm|SelfServ 6626|м. Київ, пр. Маяковського, 10|Київ|Київська|НАСК Оранта|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, постійні втрати звязку. Необхідно перезавантажити МО, АТМ. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|перезавантаження АТМ і конунікаційного обладнання по живленню.|Заявка закрита|15.03.2019 07:53:49|15.03.2019 09:00:00|15.03.2019 14:00:00|15.03.2019 10:00:00|15.03.2019 13:00:00|
2938|4549|13-45179972|flm|SelfServ 6626|м. Десна, вул. Івана Франка, 44А|Десна|Чернігівська|Відділення Гарнізонне|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=16. Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Чистка датчиков чекового принтера, тестирование.|Заявка закрита|15.03.2019 08:20:16|15.03.2019 09:00:00|15.03.2019 18:00:00|15.03.2019 14:05:48|15.03.2019 17:00:00|
